customer_id,birth_year,region,employment_status,annual_income_eur,months_with_bank,home_ownership
C000534,1985,West,Salaried,69958.17,13,Mortgage
C000535,1985,South,Salaried,30933.55,209,Owner
C000536,1977,North,Salaried,78754.91,20,Mortgage
C000537,1999,Central,Salaried,58503.71,231,Mortgage
C000538,1981,East,Salaried,73591.78,164,Mortgage
C000539,1974,South,Salaried,16000,93,Mortgage
C000540,1994,West,Salaried,27181.08,125,Mortgage
C000541,1977,West,Salaried,34959.82,214,Mortgage
C000542,1997,West,Salaried,30268.53,17,Other
C000543,1989,South,Salaried,66811.56,31,Owner
C000544,1985,East,Self-employed,66521.31,168,Owner
C000545,1970,North,Self-employed,43206.27,126,Tenant
C000546,2004,East,Self-employed,40584.39,129,Tenant
C000547,1961,Central,Salaried,41255.72,101,Owner
C000548,1988,East,Salaried,22103.73,100,Tenant
C000549,1965,West,Self-employed,44187.26,207,Mortgage
C000550,1957,Central,Salaried,55835.69,54,Tenant
C000551,1976,East,Self-employed,43898.62,137,Other
C000552,1970,North,Salaried,50215.14,222,Owner
C000553,1970,East,Salaried,36749.41,181,Tenant
C000554,1959,South,Salaried,60708.19,103,Owner
C000555,1980,West,Salaried,32291.51,131,Owner
C000556,1995,West,Salaried,48108.73,105,Other
C000557,1981,South,Salaried,107584.77,7,Other
C000558,1982,North,Salaried,51701.34,171,Tenant
C000559,1971,Central,Self-employed,67099.55,52,Tenant
C000560,1977,West,Salaried,89231.51,236,Owner
C000561,1992,East,Salaried,36165.24,24,Tenant
C000562,1976,West,Salaried,28543.21,124,Mortgage
C000563,1980,North,Salaried,29711.64,201,Owner
C000564,1979,West,Retired,34207.54,32,Mortgage
C000565,1987,East,Self-employed,85691.49,9,Mortgage
C000566,1994,North,Self-employed,68238.22,89,Mortgage
C000567,1976,West,Salaried,34727.31,17,Owner
C000568,1975,West,Salaried,64842.49,232,Tenant
C000569,1983,North,Salaried,31489.17,41,Mortgage
C000570,1973,South,Contract,158118.23,170,Tenant
C000571,1985,North,Self-employed,22400.09,240,Tenant
C000572,1993,West,Salaried,36080.44,42,Tenant
C000573,1982,North,Salaried,46916.66,114,Owner
C000574,1963,North,Salaried,59112.64,118,Mortgage
C000575,1991,East,Salaried,66629.26,50,Owner
C000576,1991,North,Salaried,27056.22,134,Tenant
C000577,1972,West,Self-employed,43702.92,168,Tenant
C000578,1969,South,Salaried,63913.62,122,Other
C000579,1971,East,Salaried,60910.29,183,Mortgage
C000580,1972,North,Self-employed,20447.62,197,Owner
C000581,1989,North,Self-employed,44631.45,53,Tenant
C000582,1960,North,Self-employed,41130.07,81,Owner
C000583,1971,East,Salaried,86235.02,200,Owner
C000584,1990,South,Self-employed,41628.33,162,Owner
C000585,1970,West,Self-employed,24379.23,214,Owner
C000586,1957,Central,Self-employed,83441.25,194,Mortgage
C000587,1974,North,Salaried,20245.51,42,Tenant
C000588,1961,East,Retired,25377.79,68,Owner
C000589,1986,North,Self-employed,37054.1,40,Tenant
C000590,1996,Central,Salaried,102047.09,196,Tenant
C000591,1975,South,Retired,25535.38,224,Mortgage
C000592,1951,Central,Salaried,39844.97,38,Mortgage
C000593,1983,North,Salaried,79060.02,176,Tenant
C000594,1990,Central,Retired,38282.49,21,Other
C000595,1971,East,Retired,38616.82,106,Mortgage
C000596,1987,North,Salaried,41343.87,192,Mortgage
C000597,1972,North,Salaried,74632.86,41,Mortgage
C000598,1976,North,Salaried,55996.76,97,Other
C000599,1976,West,Salaried,31132.56,209,Tenant
C000600,1947,South,Self-employed,47741.56,156,Mortgage
C000601,1984,North,Salaried,44838.17,22,Tenant
C000602,1965,Central,Self-employed,51161.39,172,Owner
C000603,1991,North,Salaried,60860.41,149,Owner
C000604,1980,East,Contract,59456.84,86,Mortgage
C000605,1978,South,Salaried,32676.56,38,Tenant
C000606,1991,West,Salaried,24798.4,74,Other
C000607,1983,East,Retired,37692.94,25,Mortgage
C000608,1999,Central,Salaried,38097.2,156,Tenant
C000609,1985,West,Salaried,105436.26,207,Mortgage
C000610,1994,West,Salaried,47032.42,19,Tenant
C000611,1987,South,Salaried,43762.84,115,Mortgage
C000612,1960,North,Salaried,23800.2,67,Other
C000613,1971,East,Contract,33490.81,179,Tenant
C000614,1974,West,Self-employed,88047.13,216,Other
C000615,1984,South,Self-employed,73389.53,19,Mortgage
C000616,1993,South,Salaried,53001.6,60,Owner
C000617,2001,South,Contract,42450.76,33,Owner
C000618,1981,West,Salaried,33996.69,63,Mortgage
C000619,1993,North,Salaried,43926.71,113,Tenant
C000620,1974,West,Salaried,56585.74,231,Mortgage
C000621,1968,East,Salaried,54146.8,8,Mortgage
C000622,1972,West,Salaried,46992.09,213,Owner
C000623,1984,North,Self-employed,36395.64,43,Mortgage
C000624,1988,East,Salaried,53252.2,170,Owner
C000625,1993,East,Salaried,38138.27,70,Other
C000626,1968,South,Salaried,62572.64,172,Mortgage
C000627,1977,East,Salaried,29992.12,200,Owner
C000628,1998,Central,Retired,57502.43,134,Tenant
C000629,1984,East,Salaried,46977.45,105,Mortgage
C000630,1980,South,Self-employed,44225.38,187,Owner
C000631,2004,West,Self-employed,80851.29,100,Mortgage
C000632,1995,East,Salaried,58851.84,58,Tenant
C000633,1973,Central,Self-employed,35019.64,29,Mortgage
C000634,2004,Central,Contract,26631.24,181,Mortgage
C000635,1964,North,Retired,37255.04,69,Tenant
C000636,1971,East,Salaried,76792.32,68,Owner
C000637,1972,Central,Salaried,33440.77,12,Owner
C000638,1963,Central,Self-employed,83637.46,63,Owner
C000639,1979,West,Retired,36129.17,44,Tenant
C000640,1949,Central,Salaried,46396.5,44,Tenant
C000641,1987,North,Contract,50066.64,88,Other
C000642,2000,West,Self-employed,35900.62,68,Mortgage
C000643,1972,North,Salaried,51077.41,98,Owner
C000644,2004,North,Retired,46697.7,41,Owner
C000645,1979,North,Salaried,52523.22,42,Owner
C000646,1984,West,Self-employed,62384.27,183,Owner
C000647,1985,South,Salaried,16000,152,Mortgage
C000648,1989,West,Salaried,25566.78,149,Mortgage
C000649,1986,South,Salaried,42029.84,32,Owner
C000650,1973,East,Salaried,19821.12,169,Tenant
C000651,1994,Central,Contract,37335.45,198,Mortgage
C000652,1989,North,Contract,45175.08,212,Tenant
C000653,2004,Central,Salaried,20014.73,65,Tenant
C000654,1997,South,Contract,39677.54,98,Mortgage
C000655,2004,Central,Salaried,106986.63,235,Owner
C000656,1991,South,Salaried,16000,230,Mortgage
C000657,1984,West,Salaried,62417.74,86,Mortgage
C000658,1974,Central,Self-employed,65162.47,8,Owner
C000659,1987,East,Salaried,113364.21,215,Mortgage
C000660,1982,East,Self-employed,35034.18,77,Mortgage
C000661,1983,North,Salaried,34860.38,42,Owner
C000662,1967,West,Salaried,55641.9,48,Owner
C000663,1979,West,Retired,16000,216,Tenant
C000664,1973,East,Salaried,39806.66,154,Owner
C000665,1979,Central,Salaried,40042.58,10,Mortgage
C000666,1968,Central,Contract,34081.14,91,Owner
C000667,1974,South,Salaried,25401.66,164,Tenant
C000668,1960,Central,Salaried,57416.31,60,Owner
C000669,1963,North,Salaried,31676.26,101,Tenant
C000670,1986,East,Retired,34625.72,116,Owner
C000671,1981,West,Salaried,47579.18,221,Tenant
C000672,1973,West,Salaried,56962.6,62,Mortgage
C000673,1974,North,Self-employed,59320.76,123,Tenant
C000674,1970,East,Salaried,35942.22,166,Owner
C000675,1979,Central,Retired,18187.86,94,Mortgage
C000676,1992,South,Contract,17504.83,62,Owner
C000677,1985,East,Salaried,74434.53,108,Tenant
C000678,2004,East,Contract,41107.92,120,Mortgage
C000679,1978,North,Salaried,50541.55,14,Other
C000680,1983,South,Contract,39384.26,61,Tenant
C000681,1979,East,Salaried,36073.55,140,Owner
C000682,1974,Central,Self-employed,58826.53,56,Owner
C000683,1994,Central,Salaried,37334.74,7,Tenant
C000684,2001,South,Contract,89656.35,148,Tenant
C000685,1992,Central,Salaried,161072.82,41,Owner
C000686,2004,North,Salaried,76796.66,83,Owner
C000687,1963,East,Salaried,27333.59,37,Mortgage
C000688,1960,South,Self-employed,49136.08,219,Tenant
C000689,1997,East,Contract,28741.41,225,Mortgage
C000690,1978,South,Contract,32087.33,23,Mortgage
C000691,1997,North,Salaried,58648.15,134,Mortgage
C000692,1989,South,Salaried,70611.55,161,Mortgage
C000693,1993,West,Salaried,38116.07,189,Mortgage
C000694,1971,South,Salaried,33521.87,6,Owner
C000695,1993,Central,Retired,24181.67,42,Other
C000696,1998,East,Retired,16000,6,Mortgage
C000697,1990,North,Contract,66077.78,83,Tenant
C000698,1971,South,Self-employed,34822.93,138,Tenant
C000699,1981,West,Self-employed,57750.65,116,Mortgage
C000700,1997,Central,Salaried,99747.15,106,Mortgage
C000701,1971,North,Salaried,79518.23,8,Mortgage
C000702,2004,North,Self-employed,60089.55,16,Owner
C000703,1958,Central,Salaried,72980.34,188,Mortgage
C000704,1993,South,Salaried,91458.34,85,Owner
C000705,1982,West,Salaried,33015.74,219,Mortgage
C000706,1984,North,Self-employed,47751.96,149,Owner
C000707,1972,West,Salaried,120460.15,124,Tenant
C000708,1966,North,Salaried,45435.37,58,Mortgage
C000709,1963,North,Self-employed,23970.07,23,Owner
C000710,1975,West,Salaried,74459.15,225,Tenant
C000711,1982,North,Salaried,56552.36,156,Mortgage
C000712,1983,North,Salaried,43690.76,83,Owner
C000713,1996,Central,Salaried,44924.85,59,Mortgage
C000714,1959,South,Salaried,60339.19,201,Tenant
C000715,1977,Central,Salaried,67880.68,23,Owner
C000716,1970,Central,Retired,41565.1,199,Other
C000717,1982,West,Salaried,34810.58,148,Owner
C000718,1972,North,Salaried,25974.0,213,Owner
C000719,1990,Central,Salaried,68030.51,134,Mortgage
C000720,1986,South,Salaried,41802.0,159,Mortgage
C000721,1992,East,Salaried,19280.27,67,Tenant
C000722,1997,South,Salaried,72610.91,91,Tenant
C000723,1977,Central,Self-employed,48591.55,212,Owner
C000724,2002,West,Contract,31323.75,116,Mortgage
C000725,1977,West,Salaried,61242.16,10,Mortgage
C000726,1985,East,Salaried,27926.4,20,Owner
C000727,1999,South,Salaried,37671.78,86,Mortgage
C000728,1981,South,Salaried,30150.35,240,Tenant
C000729,1995,East,Retired,23927.99,165,Mortgage
C000730,1957,North,Salaried,48706.24,66,Tenant
C000731,1994,East,Salaried,34940.23,226,Mortgage
C000732,2002,South,Salaried,52922.7,198,Mortgage
C000733,1990,West,Salaried,92004.95,225,Other
C000734,1968,West,Salaried,91844.73,76,Owner
C000735,1948,East,Self-employed,36210.1,37,Mortgage
C000736,1979,East,Salaried,34137.75,26,Mortgage
C000737,2002,North,Self-employed,22506.99,35,Tenant
C000738,1994,North,Salaried,84618.66,135,Mortgage
C000739,1971,South,Retired,27155.86,207,Mortgage
C000740,1979,North,Salaried,38244.21,86,Mortgage
C000741,1993,East,Salaried,61970.23,146,Tenant
C000742,1986,East,Salaried,60344.7,239,Owner
C000743,1986,East,Self-employed,33439.55,240,Mortgage
C000744,1969,South,Retired,49303.85,36,Owner
C000745,1986,Central,Self-employed,32799.03,39,Mortgage
C000746,2002,South,Self-employed,37369.45,161,Mortgage
C000747,1982,North,Salaried,67350.81,202,Mortgage
C000748,1974,West,Salaried,39096.9,65,Mortgage
C000749,1986,North,Retired,30004.11,214,Other
C000750,1991,East,Retired,26109.77,63,Tenant
C000751,1958,West,Salaried,54300.31,139,Owner
C000752,1996,Central,Salaried,85093.93,211,Owner
C000753,1960,South,Salaried,57383.6,15,Mortgage
C000754,1987,Central,Salaried,29334.96,193,Mortgage
C000755,1982,West,Self-employed,33478.55,15,Mortgage
C000756,1987,South,Salaried,54012.1,130,Mortgage
C000757,1983,East,Salaried,66487.89,51,Mortgage
C000758,1981,South,Self-employed,46707.58,80,Owner
C000759,1969,South,Salaried,58715.45,19,Owner
C000760,1998,Central,Salaried,49740.08,163,Mortgage
C000761,1995,Central,Salaried,28258.11,220,Mortgage
C000762,1981,South,Self-employed,29625.38,64,Tenant
C000763,1964,North,Retired,16648.48,196,Tenant
C000764,1989,North,Salaried,52427.11,76,Mortgage
C000765,1988,West,Salaried,32103.41,135,Owner
C000766,1963,South,Salaried,31180.73,100,Mortgage
C000767,1957,North,Salaried,49343.33,109,Mortgage
C000768,1985,South,Self-employed,37540.27,150,Mortgage
C000769,1982,West,Contract,25692.5,193,Owner
C000770,1999,North,Salaried,58733.99,211,Mortgage
C000771,2004,East,Salaried,70092.58,48,Owner
C000772,1948,North,Salaried,32222.96,140,Tenant
C000773,1982,West,Contract,29121.22,158,Owner
C000774,1961,South,Contract,16000,165,Tenant
C000775,1998,West,Salaried,25955.84,104,Mortgage
C000776,1973,North,Retired,42067.25,229,Owner
C000777,1973,South,Salaried,44975.95,204,Mortgage
C000778,1978,West,Retired,92605.96,181,Owner
C000779,1992,Central,Salaried,39715.44,8,Owner
C000780,1972,South,Contract,73208.83,184,Tenant
C000781,1982,West,Self-employed,47036.49,171,Tenant
C000782,1978,North,Retired,19805.43,145,Mortgage
C000783,1987,North,Self-employed,65774.04,55,Tenant
C000784,2004,Central,Salaried,28712.75,6,Mortgage
C000785,1995,West,Salaried,69524.06,11,Tenant
C000786,2004,North,Retired,102177.63,19,Mortgage
C000787,1982,South,Retired,26124.23,99,Mortgage
C000788,1980,West,Salaried,71388.83,94,Tenant
C000789,1981,North,Salaried,60377.31,72,Owner
C000790,1979,West,Salaried,39493.94,167,Mortgage
C000791,1975,West,Salaried,66202.05,193,Mortgage
C000792,1989,Central,Contract,71878.65,108,Mortgage
C000793,1979,West,Self-employed,73807.83,207,Other
C000794,1988,North,Salaried,39159.33,68,Owner
C000795,1986,South,Salaried,30210.99,240,Owner
C000796,1984,North,Retired,83322.85,131,Tenant
C000797,1993,North,Salaried,42567.15,83,Mortgage
C000798,2004,Central,Salaried,86824.02,125,Tenant
C000799,1981,North,Retired,24037.36,173,Other
C000800,1983,East,Self-employed,75455.53,91,Tenant
C000801,1980,Central,Salaried,57908.54,117,Owner
C000802,1986,Central,Retired,39784.96,144,Owner
C000803,1997,North,Salaried,48377.21,43,Tenant
C000804,1982,South,Retired,48046.56,43,Mortgage
C000805,1988,North,Self-employed,35064.81,197,Owner
C000806,1990,Central,Salaried,33411.26,68,Tenant
C000807,1981,South,Salaried,55767.58,52,Tenant
C000808,1965,South,Salaried,29360.37,10,Tenant
C000809,1979,East,Salaried,39792.69,93,Mortgage
C000810,1974,South,Salaried,74836.63,59,Tenant
C000811,1975,East,Salaried,24141.65,201,Owner
C000812,1972,South,Salaried,49706.21,198,Owner
C000813,1980,South,Self-employed,61904.8,199,Mortgage
C000814,1966,West,Salaried,44874.06,113,Mortgage
C000815,1966,South,Contract,50739.94,151,Mortgage
C000816,1984,South,Self-employed,41717.25,126,Tenant
C000817,1978,Central,Salaried,46448.86,46,Owner
C000818,1978,East,Salaried,30600.53,142,Tenant
C000819,2004,West,Retired,39323.58,118,Mortgage
C000820,1984,Central,Self-employed,34500.67,209,Mortgage
C000821,1992,South,Self-employed,113245.34,121,Tenant
C000822,1985,Central,Salaried,32728.23,46,Mortgage
C000823,1970,South,Retired,16000,223,Owner
C000824,1978,South,Self-employed,96404.36,45,Mortgage
C000825,1982,West,Self-employed,87754.44,22,Mortgage
C000826,1991,Central,Self-employed,59953.29,221,Tenant
C000827,1964,North,Salaried,95806.69,210,Owner
C000828,1973,North,Self-employed,58397.05,161,Owner
C000829,1990,West,Retired,21560.83,128,Mortgage
C000830,1993,East,Salaried,27559.54,154,Mortgage
C000831,1977,East,Self-employed,45112.79,78,Other
C000832,1981,Central,Salaried,35470.8,126,Mortgage
C000833,1972,North,Retired,21967.2,65,Owner
C000834,1990,West,Salaried,56805.82,207,Owner
C000835,1974,South,Salaried,52828.08,225,Tenant
C000836,1987,North,Salaried,32826.86,122,Tenant
C000837,1971,East,Salaried,40082.06,57,Tenant
C000838,1975,Central,Salaried,214345.4,156,Mortgage
C000839,1971,North,Contract,50665.34,44,Mortgage
C000840,1958,North,Salaried,61818.28,203,Owner
C000841,1994,East,Retired,22566.12,91,Owner
C000842,1989,South,Salaried,86046.94,91,Tenant
C000843,1983,East,Retired,76735.57,231,Other
C000844,1984,West,Salaried,108810.97,105,Owner
C000845,1965,East,Self-employed,38756.39,96,Tenant
C000846,1994,North,Salaried,23644.74,228,Mortgage
C000847,1985,Central,Salaried,72097.46,118,Owner
C000848,1979,Central,Salaried,16440.19,135,Tenant
C000849,1997,North,Salaried,40031.2,211,Mortgage
C000850,1963,Central,Self-employed,24405.6,10,Other
C000851,2004,West,Salaried,49234.8,21,Mortgage
C000852,1981,Central,Retired,30251.52,177,Owner
C000853,1972,Central,Retired,24874.04,14,Tenant
C000854,1985,East,Self-employed,37337.68,22,Owner
C000855,1989,Central,Salaried,58123.94,38,Mortgage
C000856,1998,Central,Salaried,85416.4,42,Owner
C000857,1976,Central,Salaried,35630.14,177,Mortgage
C000858,1947,West,Salaried,41369.67,210,Mortgage
C000859,1990,East,Salaried,61295.69,94,Owner
C000860,1965,East,Salaried,33247.88,92,Mortgage
C000861,1996,West,Self-employed,38512.26,145,Owner
C000862,1981,Central,Salaried,71042.4,136,Owner
C000863,1970,South,Salaried,84451.94,141,Owner
C000864,1983,North,Salaried,95212.4,108,Mortgage
C000865,1998,North,Salaried,29857.26,216,Owner
C000866,1969,West,Salaried,28907.95,58,Mortgage
C000867,1986,West,Self-employed,46641.07,122,Owner
C000868,1983,West,Contract,22558.84,227,Tenant
C000869,1956,Central,Salaried,52498.16,116,Mortgage
C000870,1992,Central,Salaried,31186.85,27,Owner
C000871,1976,East,Salaried,76775.81,228,Tenant
C000872,1972,West,Contract,40487.37,237,Mortgage
C000873,1998,Central,Salaried,37016.11,196,Tenant
C000874,1970,Central,Self-employed,72169.53,69,Mortgage
C000875,1958,West,Self-employed,27193.79,198,Mortgage
C000876,1976,East,Self-employed,158451.27,53,Tenant
C000877,1991,East,Salaried,40777.61,170,Mortgage
C000878,1967,South,Salaried,20789.33,189,Mortgage
C000879,1971,North,Self-employed,41690.87,76,Owner
C000880,1966,East,Salaried,61918.42,148,Mortgage
C000881,1989,Central,Self-employed,96905.49,66,Mortgage
C000882,1968,East,Contract,24551.69,86,Owner
C000883,1979,Central,Retired,30905.83,11,Mortgage
C000884,1970,Central,Salaried,54154.63,192,Owner
C000885,1975,South,Salaried,55877.6,210,Tenant
C000886,1976,West,Salaried,60281.92,193,Owner
C000887,1960,South,Salaried,36005.72,127,Owner
C000888,1984,Central,Retired,32669.94,168,Owner
C000889,1987,Central,Salaried,53530.26,151,Mortgage
C000890,1976,Central,Salaried,33073.42,186,Tenant
C000891,2004,East,Self-employed,64912.11,48,Tenant
C000892,2000,South,Salaried,39617.58,99,Owner
C000893,1947,East,Self-employed,81535.54,185,Mortgage
C000894,2001,East,Salaried,41897.45,84,Mortgage
C000895,1985,East,Salaried,39793.35,216,Tenant
C000896,1999,North,Salaried,30417.3,103,Owner
C000897,1998,Central,Contract,20279.53,114,Tenant
C000898,1998,North,Self-employed,86683.07,205,Mortgage
C000899,1978,Central,Salaried,54798.65,131,Owner
C000900,2004,South,Self-employed,61855.68,200,Owner
C000901,2004,Central,Contract,36813.4,67,Mortgage
C000902,1959,North,Self-employed,55793.58,9,Other
C000903,2001,East,Salaried,31551.05,229,Mortgage
C000904,2001,North,Salaried,39493.71,190,Owner
C000905,1992,West,Salaried,135427.1,150,Mortgage
C000906,1969,East,Salaried,58969.16,70,Mortgage
C000907,1996,West,Salaried,74822.89,144,Tenant
C000908,1982,West,Salaried,21072.85,40,Tenant
C000909,1961,West,Retired,45452.08,110,Mortgage
C000910,1991,Central,Salaried,76323.36,174,Mortgage
C000911,1968,North,Salaried,55673.75,108,Mortgage
C000912,1979,North,Salaried,67103.21,30,Tenant
C000913,1983,South,Retired,47951.77,31,Tenant
C000914,1971,South,Contract,32161.24,223,Tenant
C000915,1979,Central,Salaried,41405.17,131,Other
C000916,1995,Central,Salaried,42074.98,27,Mortgage
C000917,1970,South,Contract,31865.09,116,Mortgage
C000918,1994,South,Salaried,50476.91,183,Tenant
C000919,1979,South,Self-employed,44625.12,239,Mortgage
C000920,1979,North,Retired,42945.85,25,Owner
C000921,1988,West,Salaried,100667.22,33,Mortgage
C000922,1986,North,Salaried,56135.0,189,Owner
C000923,1996,Central,Contract,41913.68,21,Mortgage
C000924,1995,South,Salaried,60342.82,111,Mortgage
C000925,1994,West,Salaried,20917.26,215,Mortgage
C000926,1975,South,Self-employed,26649.11,97,Tenant
C000927,1997,East,Contract,20931.35,124,Mortgage
C000928,2001,North,Salaried,16323.59,99,Owner
C000929,1993,North,Salaried,27464.96,106,Owner
C000930,1966,West,Salaried,46384.04,96,Other
C000931,1986,West,Salaried,43435.56,181,Mortgage
C000932,1978,North,Salaried,55080.14,100,Mortgage
C000933,1978,North,Salaried,77228.25,38,Other
C000934,1968,South,Salaried,64549.99,231,Owner
C000935,1951,South,Salaried,33206.36,42,Mortgage
C000936,1970,Central,Salaried,45629.47,54,Other
C000937,1970,Central,Salaried,64510.62,8,Mortgage
C000938,1961,South,Salaried,29246.94,46,Mortgage
C000939,1996,East,Salaried,49595.21,166,Mortgage
C000940,2002,West,Self-employed,28199.37,188,Owner
C000941,1981,East,Salaried,35214.83,170,Tenant
C000942,1981,West,Salaried,67403.36,45,Other
C000943,1983,North,Salaried,46971.66,15,Owner
C000944,1992,East,Salaried,28486.49,46,Tenant
C000945,2004,West,Salaried,57667.58,203,Mortgage
C000946,1970,North,Retired,109904.4,166,Owner
C000947,1996,East,Salaried,40749.09,79,Tenant
C000948,1972,South,Salaried,28084.24,173,Owner
C000949,1982,North,Contract,69351.83,66,Mortgage
C000950,1984,North,Salaried,42001.22,9,Mortgage
C000951,1970,East,Retired,19516.48,6,Other
C000952,1973,North,Self-employed,112130.48,100,Mortgage
C000953,1985,South,Salaried,16156.18,125,Other
C000954,1975,East,Contract,24443.49,180,Owner
C000955,2002,North,Salaried,56095.65,113,Tenant
C000956,1968,South,Contract,68855.83,220,Tenant
C000957,1977,West,Salaried,87325.71,198,Owner
C000958,1965,North,Salaried,32953.96,214,Owner
C000959,1978,South,Self-employed,26720.5,83,Mortgage
C000960,1968,East,Salaried,26971.48,31,Mortgage
C000961,1978,South,Salaried,16000,92,Owner
C000962,1981,West,Salaried,86211.91,105,Tenant
C000963,1977,West,Salaried,29044.39,220,Owner
C000964,1987,Central,Self-employed,33122.06,155,Tenant
C000965,1983,West,Salaried,103995.5,11,Tenant
C000966,1982,South,Self-employed,121358.62,230,Owner
C000967,1973,North,Salaried,25508.46,16,Owner
C000968,1994,East,Salaried,63693.69,31,Owner
C000969,2001,East,Salaried,68838.9,166,Mortgage
C000970,2003,Central,Retired,26252.37,233,Mortgage
C000971,1961,West,Salaried,40016.71,16,Mortgage
C000972,1981,Central,Salaried,48402.32,182,Mortgage
C000973,1978,West,Salaried,30615.37,75,Tenant
C000974,1976,East,Contract,26250.57,177,Tenant
C000975,1980,Central,Salaried,58522.05,154,Mortgage
C000976,1986,West,Salaried,54439.16,151,Mortgage
C000977,1992,Central,Salaried,49603.53,146,Mortgage
C000978,1991,South,Salaried,45048.72,211,Other
C000979,1977,North,Self-employed,46831.0,165,Tenant
C000980,1973,North,Self-employed,84092.19,217,Mortgage
C000981,1984,East,Self-employed,33669.23,234,Owner
C000982,1988,North,Salaried,52797.74,188,Mortgage
C000983,1974,Central,Salaried,60419.19,93,Mortgage
C000984,1974,West,Salaried,69443.3,59,Owner
C000985,1978,West,Salaried,65050.94,11,Mortgage
C000986,1991,Central,Retired,21156.4,128,Owner
C000987,1994,West,Salaried,25702.09,46,Owner
C000988,1980,North,Retired,23955.71,19,Mortgage
C000989,2004,East,Salaried,44587.44,205,Mortgage
C000990,2003,North,Salaried,71519.96,40,Owner
C000991,1984,West,Salaried,70373.16,47,Tenant
C000992,1989,West,Salaried,39586.39,197,Mortgage
C000993,2002,West,Salaried,40685.45,61,Mortgage
C000994,1992,East,Self-employed,59036.15,125,Tenant
C000995,1995,South,Salaried,21351.19,238,Mortgage
C000996,1965,South,Salaried,35323.34,55,Mortgage
C000997,1976,East,Salaried,22875.67,91,Tenant
C000998,1982,North,Salaried,27353.19,205,Mortgage
C000999,1999,South,Self-employed,82294.44,62,Owner
C001000,1980,Central,Salaried,62886.76,6,Other
C001001,1961,South,Salaried,54160.09,192,Other
C001002,1973,West,Retired,47341.17,219,Tenant
C001003,1989,East,Salaried,22383.68,191,Other
C001004,1982,North,Retired,43203.93,144,Mortgage
C001005,1985,East,Salaried,82216.2,13,Mortgage
C001006,1983,South,Contract,34099.86,211,Owner
C001007,1961,Central,Salaried,49449.6,6,Mortgage
C001008,1992,South,Contract,60700.55,31,Owner
C001009,1976,East,Salaried,30282.11,218,Mortgage
C001010,1985,North,Salaried,34256.14,127,Tenant
C001011,1965,South,Salaried,63743.45,67,Mortgage
C001012,1986,South,Salaried,59333.03,129,Mortgage
C001013,1990,North,Salaried,45435.54,14,Tenant
C001014,1962,West,Contract,30493.68,240,Tenant
C001015,1986,West,Salaried,34863.54,92,Owner
C001016,1981,Central,Salaried,74695.72,157,Mortgage
C001017,1996,South,Salaried,52641.59,166,Other
C001018,1971,South,Retired,68338.39,234,Tenant
C001019,1985,Central,Salaried,88749.88,211,Tenant
C001020,1974,East,Self-employed,133358.81,142,Tenant
C001021,2002,North,Salaried,34495.37,171,Owner
C001022,1994,West,Salaried,37246.3,98,Owner
C001023,1982,West,Retired,16000,205,Mortgage
C001024,1966,South,Salaried,31414.21,10,Tenant
C001025,1976,Central,Salaried,35781.63,199,Tenant
C001026,2001,East,Retired,47043.89,156,Tenant
C001027,1988,North,Contract,37114.1,16,Owner
C001028,1982,North,Salaried,27928.03,139,Mortgage
C001029,1987,Central,Self-employed,35674.89,81,Owner
C001030,1987,West,Self-employed,16000,110,Owner
C001031,1970,North,Salaried,35122.85,210,Owner
C001032,1977,South,Contract,55779.37,16,Mortgage
C001033,1969,South,Contract,34823.74,53,Tenant
C001034,1960,North,Salaried,56595.28,139,Tenant
C001035,1995,South,Salaried,40235.99,40,Mortgage
C001036,1974,Central,Retired,19606.6,109,Mortgage
C001037,1975,South,Salaried,75862.26,17,Tenant
C001038,1992,North,Salaried,70948.62,191,Tenant
C001039,1984,West,Self-employed,69419.91,175,Owner
C001040,1989,Central,Retired,17195.56,42,Mortgage
C001041,1989,Central,Salaried,44104.04,220,Mortgage
C001042,1978,North,Salaried,30891.95,190,Mortgage
C001043,1969,South,Salaried,42822.87,177,Tenant
C001044,1972,East,Self-employed,85429.31,6,Mortgage
C001045,1995,East,Self-employed,39837.42,150,Mortgage
C001046,1985,West,Self-employed,52467.79,32,Mortgage
C001047,1975,North,Salaried,57282.48,100,Owner
C001048,1995,West,Self-employed,54977.54,200,Owner
C001049,1981,East,Self-employed,96404.94,6,Mortgage
C001050,1996,North,Salaried,19809.44,46,Owner
C001051,1963,South,Salaried,51153.67,199,Tenant
C001052,1987,West,Retired,32004.4,234,Mortgage
C001053,1964,Central,Salaried,56100.87,141,Other
C001054,1988,North,Salaried,71141.16,193,Tenant
C001055,1976,East,Salaried,60715.84,107,Tenant
C001056,1962,East,Salaried,36447.86,232,Owner
C001057,2001,Central,Salaried,58130.71,41,Tenant
C001058,1973,North,Salaried,68222.83,76,Other
C001059,1980,West,Retired,35184.49,197,Other
C001060,1973,North,Salaried,116817.2,214,Owner
C001061,1997,North,Self-employed,32119.84,117,Mortgage
C001062,1994,North,Salaried,59257.72,111,Owner
C001063,1968,North,Salaried,41907.94,59,Owner
C001064,1980,North,Contract,99906.17,211,Owner
C001065,1971,Central,Salaried,53081.97,133,Tenant
C001066,1977,South,Self-employed,44933.2,179,Mortgage
C001067,1987,South,Salaried,32537.43,191,Tenant
