loan_id,snapshot_month,account_age_months,outstanding_balance_eur,days_past_due,utilization_pct,payment_ratio,missed_payments_3m,bureau_score,dti_pct,income_drop_flag,hardship_flag,default_next_3m
L000137,2025-06-01,28,4170.0,0,48.31,0.9845,0,685,23.85,0,0,0
L000137,2025-07-01,29,3961.5,0,42.41,0.9436,0,714,23.85,0,0,0
L000137,2025-08-01,30,3753.0,0,71.38,1.141,0,690,23.85,0,0,0
L000137,2025-09-01,31,3544.5,0,37.82,1.0402,0,693,23.85,0,0,0
L000138,2024-01-01,5,19382.74,0,60.32,0.9784,0,711,47.22,0,0,0
L000138,2024-02-01,6,18757.49,0,5.28,1.0248,0,721,47.22,0,0,0
L000138,2024-03-01,7,18132.24,0,26.72,1.0975,0,721,47.22,0,0,0
L000138,2024-04-01,8,17506.99,0,40.64,1.0497,0,717,47.22,0,0,0
L000138,2024-05-01,9,16881.74,0,54.33,0.9558,0,745,47.22,0,0,0
L000138,2024-06-01,10,16256.49,0,68.22,0.8784,0,711,47.22,0,0,0
L000138,2024-07-01,11,15631.24,0,29.12,1.0384,0,702,47.22,0,0,0
L000138,2024-08-01,12,15005.99,0,26.64,0.9099,0,724,47.22,0,0,0
L000138,2024-09-01,13,14380.74,0,45.44,1.0202,0,753,47.22,0,0,0
L000138,2024-10-01,14,13755.49,0,31.22,1.0277,0,713,47.22,0,0,0
L000138,2024-11-01,15,13130.24,0,33.98,1.0092,0,718,47.22,0,0,0
L000138,2024-12-01,16,12504.99,0,29.07,1.1507,0,742,47.22,0,0,0
L000138,2025-01-01,17,11879.74,30,35.68,0.7246,1,718,47.22,0,0,0
L000138,2025-02-01,18,11254.5,0,47.69,1.0234,1,722,47.22,0,0,0
L000138,2025-03-01,19,10629.25,0,29.7,0.8076,1,696,47.22,0,0,0
L000138,2025-04-01,20,10004.0,0,72.63,1.1366,0,780,47.22,0,0,0
L000138,2025-05-01,21,9378.75,0,21.63,0.8519,0,702,47.22,0,0,0
L000138,2025-06-01,22,8753.5,0,34.33,0.9615,0,769,47.22,0,0,0
L000138,2025-07-01,23,8128.25,0,43.83,0.8275,0,700,47.22,0,0,0
L000138,2025-08-01,24,7503.0,0,45.44,1.0741,0,716,47.22,0,0,0
L000138,2025-09-01,25,6877.75,0,40.61,1.1163,0,746,47.22,0,0,0
L000139,2024-01-01,57,232770.04,0,24.53,1.0476,0,747,46.21,0,0,0
L000139,2024-02-01,58,231812.14,0,40.86,0.8472,0,702,46.21,1,0,0
L000139,2024-03-01,59,230854.24,0,36.01,0.9744,0,730,46.21,0,0,0
L000139,2024-04-01,60,229896.34,0,64.8,0.9974,0,766,46.21,0,0,0
L000139,2024-05-01,61,228938.43,0,21.89,0.8603,0,723,46.21,0,0,0
L000139,2024-06-01,62,227980.53,0,44.19,0.9912,0,752,46.21,0,0,0
L000139,2024-07-01,63,227022.63,0,37.45,1.0631,0,728,46.21,0,0,0
L000139,2024-08-01,64,226064.73,0,38.34,1.1812,0,744,46.21,0,0,0
L000139,2024-09-01,65,225106.83,0,31.91,0.9975,0,721,46.21,0,0,0
L000139,2024-10-01,66,224148.93,0,37.42,1.0307,0,722,46.21,0,0,0
L000139,2024-11-01,67,223191.03,0,56.02,1.0677,0,749,46.21,0,0,0
L000139,2024-12-01,68,222233.12,0,42.17,1.0139,0,724,46.21,0,1,0
L000139,2025-01-01,69,221275.22,0,49.48,0.8373,0,741,46.21,1,0,0
L000139,2025-02-01,70,220317.32,0,56.98,1.0131,0,773,46.21,0,0,0
L000139,2025-03-01,71,219359.42,0,38.27,1.1385,0,735,46.21,0,0,0
L000139,2025-04-01,72,218401.52,0,11.94,1.0628,0,735,46.21,0,0,0
L000139,2025-05-01,73,217443.62,0,21.55,1.0849,0,740,46.21,0,0,0
L000139,2025-06-01,74,216485.72,0,20.02,0.97,0,728,46.21,0,0,0
L000139,2025-07-01,75,215527.82,0,47.07,1.0457,0,770,46.21,0,0,0
L000139,2025-08-01,76,214569.91,0,25.43,1.0282,0,719,46.21,0,0,0
L000139,2025-09-01,77,213612.01,0,28.88,0.9835,0,736,46.21,0,0,0
L000140,2024-01-01,7,31132.2,0,47.91,1.0824,0,714,62.3,0,0,0
L000140,2024-02-01,8,30372.88,0,46.87,0.9339,0,706,62.3,0,0,1
L000140,2024-03-01,9,29613.55,0,59.12,0.9595,0,703,62.3,0,0,0
L000140,2024-04-01,10,28854.23,0,50.24,0.9075,0,729,62.3,0,0,0
L000140,2024-05-01,11,28094.91,0,48.82,1.1192,0,696,62.3,0,0,0
L000140,2024-06-01,12,27335.59,0,44.62,0.9775,0,689,62.3,0,0,0
L000140,2024-07-01,13,26576.27,0,23.58,1.0956,0,692,62.3,0,0,0
L000140,2024-08-01,14,25816.94,0,32.45,1.0426,0,676,62.3,0,0,0
L000140,2024-09-01,15,25057.62,1,36.76,1.0845,0,684,62.3,0,0,0
L000140,2024-10-01,16,24298.3,0,21.37,1.0672,0,719,62.3,0,0,0
L000140,2024-11-01,17,23538.98,0,64.83,1.0421,0,690,62.3,0,0,0
L000140,2024-12-01,18,22779.66,0,70.42,1.1137,0,733,62.3,0,0,1
L000140,2025-01-01,19,22020.33,0,53.25,0.9706,0,728,62.3,0,0,0
L000140,2025-02-01,20,21261.01,0,32.82,1.0591,0,731,62.3,0,0,0
L000140,2025-03-01,21,20501.69,0,48.37,0.9422,0,753,62.3,0,0,0
L000140,2025-04-01,22,19742.37,0,49.7,1.0066,0,719,62.3,0,0,0
L000140,2025-05-01,23,18983.05,0,28.66,1.0049,0,718,62.3,0,0,0
L000140,2025-06-01,24,18223.72,0,57.27,1.0047,0,742,62.3,0,0,0
L000140,2025-07-01,25,17464.4,0,58.3,0.9673,0,675,62.3,0,1,0
L000140,2025-08-01,26,16705.08,0,34.58,0.9872,0,707,62.3,0,0,0
L000140,2025-09-01,27,15945.76,0,50.76,1.1429,0,699,62.3,0,0,0
L000141,2024-01-01,18,7793.56,0,62.47,1.1207,0,712,24.66,0,0,0
L000141,2024-02-01,19,7533.78,0,72.28,1.0983,0,737,24.66,0,0,0
L000141,2024-03-01,20,7273.99,0,51.72,1.0844,0,675,24.66,0,0,0
L000141,2024-04-01,21,7014.21,0,36.64,1.1326,0,732,24.66,0,0,0
L000141,2024-05-01,22,6754.42,0,33.0,0.9559,0,696,24.66,0,0,0
L000141,2024-06-01,23,6494.64,0,52.35,1.1237,0,689,24.66,0,0,0
L000141,2024-07-01,24,6234.85,7,60.22,0.9029,0,698,24.66,0,0,0
L000141,2024-08-01,25,5975.06,0,39.47,0.9023,0,681,24.66,0,0,0
L000141,2024-09-01,26,5715.28,0,57.79,1.0378,0,681,24.66,0,0,0
L000141,2024-10-01,27,5455.49,0,62.03,0.9144,0,709,24.66,0,0,0
L000141,2024-11-01,28,5195.71,0,42.46,0.9764,0,678,24.66,0,0,0
L000141,2024-12-01,29,4935.92,0,40.49,1.1412,0,656,24.66,0,0,0
L000141,2025-01-01,30,4676.14,0,67.04,0.9023,0,721,24.66,0,0,0
L000141,2025-02-01,31,4416.35,0,35.86,0.8569,0,663,24.66,0,0,0
L000141,2025-03-01,32,4156.57,0,35.97,1.0661,0,696,24.66,0,0,1
L000141,2025-04-01,33,3896.78,0,63.17,0.9665,0,644,24.66,0,0,0
L000141,2025-05-01,34,3637.0,0,50.26,0.9031,0,738,24.66,0,0,0
L000141,2025-06-01,35,3377.21,0,46.99,1.043,0,677,24.66,0,0,0
L000141,2025-07-01,36,3117.43,0,43.45,0.9995,0,738,24.66,0,0,0
L000141,2025-08-01,37,2857.64,0,35.98,0.9371,0,688,24.66,0,0,0
L000141,2025-09-01,38,2597.85,17,15.42,0.8189,1,721,24.66,0,0,0
L000142,2024-01-01,25,5538.77,0,38.98,0.9375,0,724,42.99,0,0,0
L000142,2024-02-01,26,7613.42,0,53.58,0.9414,0,711,42.99,0,0,0
L000142,2024-03-01,27,7829.65,0,55.1,0.9162,0,714,42.99,0,0,0
L000142,2024-04-01,28,10865.8,0,76.47,0.9761,0,718,42.99,0,0,0
L000142,2024-05-01,29,7824.57,0,55.07,1.1168,0,751,42.99,0,0,0
L000142,2024-06-01,30,3363.11,0,23.67,1.0785,0,688,42.99,0,0,0
L000142,2024-07-01,31,8165.1,0,57.46,1.062,0,748,42.99,0,0,0
L000142,2024-08-01,32,4981.43,0,35.06,0.8745,0,689,42.99,0,0,0
L000142,2024-09-01,33,7637.44,0,53.75,1.0513,0,731,42.99,0,0,0
L000142,2024-10-01,34,6893.3,0,48.51,1.0005,0,699,42.99,0,0,0
L000142,2024-11-01,35,3623.15,0,25.5,1.0674,0,721,42.99,0,0,0
L000142,2024-12-01,36,2816.76,0,19.82,1.0043,0,722,42.99,0,0,0
L000142,2025-01-01,37,5153.45,0,36.27,0.9843,0,688,42.99,0,0,0
L000142,2025-02-01,38,6130.06,0,43.14,0.9892,0,742,42.99,0,0,0
L000142,2025-03-01,39,6697.08,0,47.13,0.9216,0,758,42.99,0,0,0
L000142,2025-04-01,40,5407.72,0,38.06,1.068,0,686,42.99,0,0,0
L000142,2025-05-01,41,6234.31,0,43.87,1.1225,0,734,42.99,0,0,0
L000142,2025-06-01,42,6900.57,0,48.56,0.9643,0,731,42.99,0,0,0
L000142,2025-07-01,43,8151.51,0,57.37,1.022,0,704,42.99,0,0,0
L000142,2025-08-01,44,6669.1,0,46.93,0.9857,0,741,42.99,0,0,0
L000142,2025-09-01,45,7205.01,0,50.71,1.1145,0,749,42.99,0,0,0
L000143,2024-01-01,12,4034.54,0,37.01,1.0135,0,701,19.36,0,0,0
L000143,2024-02-01,13,5033.82,0,46.18,1.0479,0,730,19.36,0,0,0
L000143,2024-03-01,14,2494.54,0,22.88,1.0232,0,710,19.36,0,0,0
L000143,2024-04-01,15,4785.93,0,43.91,1.0264,0,732,19.36,0,0,0
L000143,2024-05-01,16,6148.25,0,56.4,0.9078,0,681,19.36,0,0,0
L000143,2024-06-01,17,3804.11,25,34.9,0.7338,1,750,19.36,0,0,0
L000143,2024-07-01,18,3559.42,0,32.65,0.8217,1,716,19.36,0,0,0
L000143,2024-08-01,19,3559.19,0,32.65,1.0489,1,726,19.36,0,0,0
L000143,2024-09-01,20,4555.46,0,41.79,1.1261,0,736,19.36,0,0,0
L000143,2024-10-01,21,6830.11,0,62.66,0.7506,0,703,19.36,1,0,0
L000143,2024-11-01,22,4873.59,0,44.71,0.9402,0,705,19.36,0,0,0
L000143,2024-12-01,23,3556.45,0,32.63,1.0393,0,712,19.36,0,0,0
L000143,2025-01-01,24,4162.4,0,38.19,0.9713,0,646,19.36,0,0,0
L000143,2025-02-01,25,7560.52,0,69.36,1.0723,0,702,19.36,0,0,0
L000143,2025-03-01,26,5034.92,0,46.19,1.0794,0,735,19.36,0,0,0
L000143,2025-04-01,27,5682.88,0,52.13,1.0497,0,701,19.36,0,0,0
L000143,2025-05-01,28,3583.22,0,32.87,1.0236,0,730,19.36,0,0,0
L000143,2025-06-01,29,5692.26,0,52.22,0.9609,0,710,19.36,0,0,0
L000143,2025-07-01,30,4047.28,0,37.13,0.8639,0,718,19.36,0,0,0
L000143,2025-08-01,31,4472.22,0,41.03,0.9783,0,740,19.36,0,0,0
L000143,2025-09-01,32,4362.73,0,40.02,1.0047,0,726,19.36,0,0,0
L000144,2024-01-01,20,6244.91,0,42.27,1.0634,0,702,46.34,0,0,0
L000144,2024-02-01,21,6088.78,0,65.02,1.08,0,676,46.34,0,0,0
L000144,2024-03-01,22,5932.66,0,86.37,0.9103,0,643,46.34,0,0,0
L000144,2024-04-01,23,5776.54,0,66.56,1.029,0,680,46.34,0,0,0
L000144,2024-05-01,24,5620.42,0,45.5,1.0422,0,672,46.34,0,0,0
L000144,2024-06-01,25,5464.29,0,31.33,1.0808,0,704,46.34,0,0,0
L000144,2024-07-01,26,5308.17,0,50.84,1.0152,0,681,46.34,0,0,1
L000144,2024-08-01,27,5152.05,8,81.06,1.0443,0,683,46.34,0,0,0
L000144,2024-09-01,28,4995.93,0,74.64,1.0671,0,674,46.34,0,0,0
L000144,2024-10-01,29,4839.8,0,47.29,1.0135,0,685,46.34,0,0,0
L000144,2024-11-01,30,4683.68,0,17.16,1.1426,0,683,46.34,0,0,1
L000144,2024-12-01,31,4527.56,60,62.31,0.5025,1,656,46.34,0,0,1
L000144,2025-01-01,32,4371.43,22,46.99,0.7292,2,637,46.34,0,0,0
L000144,2025-02-01,33,4215.31,0,63.15,0.7344,2,646,46.34,0,0,0
L000144,2025-03-01,34,4059.19,0,74.06,0.8307,1,637,46.34,0,0,0
L000144,2025-04-01,35,3903.07,0,66.9,0.9856,0,686,46.34,0,0,0
L000144,2025-05-01,36,3746.94,0,73.35,1.0658,0,696,46.34,0,0,1
L000144,2025-06-01,37,3590.82,0,43.34,1.0504,0,646,46.34,0,0,0
L000144,2025-07-01,38,3434.7,0,77.92,1.1463,0,705,46.34,0,0,0
L000144,2025-08-01,39,3278.58,0,42.48,0.9132,0,719,46.34,0,0,0
L000144,2025-09-01,40,3122.45,25,46.58,0.9483,1,665,46.34,0,0,0
L000145,2024-01-01,16,301445.67,0,18.34,1.0376,0,726,78.52,0,0,0
L000145,2024-02-01,17,300099.93,0,43.09,0.9882,0,717,78.52,0,0,0
L000145,2024-03-01,18,298754.19,0,37.26,0.8491,0,753,78.52,0,0,0
L000145,2024-04-01,19,297408.45,0,24.19,1.0048,0,722,78.52,0,0,0
L000145,2024-05-01,20,296062.71,0,39.88,0.9452,0,710,78.52,0,0,0
L000145,2024-06-01,21,294716.97,0,43.95,0.9342,0,731,78.52,0,0,0
L000145,2024-07-01,22,293371.23,0,33.0,1.047,0,776,78.52,0,0,0
L000145,2024-08-01,23,292025.49,0,54.26,1.0486,0,773,78.52,0,0,0
L000145,2024-09-01,24,290679.75,0,54.56,0.9307,0,759,78.52,0,0,0
L000145,2024-10-01,25,289334.01,0,63.49,0.9678,0,768,78.52,0,0,0
L000145,2024-11-01,26,287988.27,0,58.74,0.8173,0,728,78.52,0,0,0
L000145,2024-12-01,27,286642.53,0,36.97,1.0059,0,693,78.52,0,0,0
L000145,2025-01-01,28,285296.79,0,16.87,0.8927,0,706,78.52,0,0,0
L000145,2025-02-01,29,283951.05,30,49.04,0.7727,1,729,78.52,0,0,1
L000145,2025-03-01,30,282605.31,0,57.67,0.9961,1,676,78.52,0,0,0
L000145,2025-04-01,31,281259.57,0,28.72,0.8835,1,724,78.52,0,0,0
L000145,2025-05-01,32,279913.83,0,61.06,1.0089,0,725,78.52,0,0,0
L000145,2025-06-01,33,278568.09,0,18.75,0.9818,0,716,78.52,0,0,0
L000145,2025-07-01,34,277222.35,0,51.88,1.1128,0,696,78.52,0,0,0
L000145,2025-08-01,35,275876.61,0,53.93,1.0173,0,760,78.52,0,0,0
L000145,2025-09-01,36,274530.88,0,30.14,1.0113,0,724,78.52,0,0,0
L000146,2024-01-01,14,2889.75,0,37.05,1.0644,0,719,30.33,0,0,0
L000146,2024-02-01,15,2559.18,0,32.81,0.9086,0,762,30.33,0,0,0
L000146,2024-03-01,16,3186.11,0,40.85,1.1261,0,774,30.33,0,0,0
L000146,2024-04-01,17,3716.59,0,47.65,0.9697,0,745,30.33,0,0,0
L000146,2024-05-01,18,2412.99,0,30.94,0.955,0,738,30.33,0,0,0
L000146,2024-06-01,19,505.21,0,6.48,0.9635,0,748,30.33,0,0,0
L000146,2024-07-01,20,4179.44,0,53.59,1.0435,0,743,30.33,0,0,0
L000146,2024-08-01,21,2373.7,60,30.43,0.547,1,744,30.33,0,0,0
L000146,2024-09-01,22,2715.68,0,34.82,0.982,1,700,30.33,0,0,0
L000146,2024-10-01,23,1424.78,0,18.27,0.9623,1,740,30.33,0,0,0
L000146,2024-11-01,24,2110.39,0,27.06,1.0868,0,707,30.33,0,0,0
L000146,2024-12-01,25,3623.8,0,46.46,1.0746,0,732,30.33,0,0,0
L000146,2025-01-01,26,2666.48,0,34.19,1.0276,0,753,30.33,0,0,0
L000146,2025-02-01,27,2921.59,0,37.46,1.1121,0,754,30.33,0,0,0
L000146,2025-03-01,28,3817.97,0,48.95,1.0413,0,751,30.33,0,0,0
L000146,2025-04-01,29,3818.23,0,48.96,1.0515,0,709,30.33,0,0,0
L000146,2025-05-01,30,3715.02,0,47.63,1.1017,0,762,30.33,0,0,0
L000146,2025-06-01,31,3877.78,0,49.72,1.0124,0,743,30.33,0,0,0
L000146,2025-07-01,32,3409.28,0,43.71,1.0524,0,745,30.33,0,0,0
L000146,2025-08-01,33,2614.36,0,33.52,1.1004,0,726,30.33,0,0,0
L000146,2025-09-01,34,2486.01,0,31.87,1.0925,0,771,30.33,0,0,0
L000147,2024-01-01,17,30252.89,0,33.38,1.0436,0,760,44.24,0,0,0
L000147,2024-02-01,18,28660.63,0,41.9,1.002,0,728,44.24,0,0,0
L000147,2024-03-01,19,27068.38,0,38.87,0.9425,0,690,44.24,1,0,1
L000147,2024-04-01,20,25476.12,0,53.85,0.9883,0,680,44.24,0,0,0
L000147,2024-05-01,21,23883.86,0,44.16,1.0187,0,727,44.24,0,0,0
L000147,2024-06-01,22,22291.6,0,48.56,1.0452,0,735,44.24,0,0,0
L000147,2024-07-01,23,20699.35,0,56.3,1.0583,0,700,44.24,0,0,0
L000147,2024-08-01,24,19107.09,0,27.17,1.0294,0,737,44.24,0,0,0
L000147,2024-09-01,25,17514.83,0,27.0,0.8858,0,724,44.24,0,0,0
L000147,2024-10-01,26,15922.57,0,45.74,0.9497,0,715,44.24,0,0,0
L000147,2024-11-01,27,14330.32,0,35.04,1.055,0,721,44.24,0,0,0
L000147,2024-12-01,28,12738.06,0,37.46,0.9577,0,693,44.24,0,0,0
L000147,2025-01-01,29,11145.8,0,25.29,1.0048,0,738,44.24,0,0,0
L000147,2025-02-01,30,9553.54,0,31.85,0.9073,0,730,44.24,0,0,0
L000147,2025-03-01,31,7961.29,0,66.63,0.9812,0,711,44.24,0,0,0
L000147,2025-04-01,32,6369.03,0,51.17,1.1392,0,737,44.24,0,0,0
L000147,2025-05-01,33,4776.77,0,41.67,1.0504,0,675,44.24,0,0,0
L000147,2025-06-01,34,3184.52,0,50.03,1.1579,0,725,44.24,0,0,0
L000147,2025-07-01,35,2292.85,0,39.23,0.9155,0,719,44.24,0,0,0
L000147,2025-08-01,36,2292.85,0,47.67,1.1411,0,730,44.24,0,0,0
L000147,2025-09-01,37,2292.85,0,40.37,0.851,0,742,44.24,0,0,0
L000148,2024-01-01,22,1610.11,30,55.64,0.7259,1,703,19.59,0,0,0
L000148,2024-02-01,23,1014.2,0,35.05,0.8523,1,685,19.59,0,0,0
L000148,2024-03-01,24,1158.45,0,40.03,0.9237,1,671,19.59,0,0,0
L000148,2024-04-01,25,1105.95,0,38.22,0.931,0,723,19.59,0,0,0
L000148,2024-05-01,26,2056.69,0,71.08,1.058,0,746,19.59,0,0,0
L000148,2024-06-01,27,1763.22,0,60.93,0.9983,0,753,19.59,0,0,0
L000148,2024-07-01,28,738.18,0,25.51,1.0665,0,715,19.59,0,0,0
L000148,2024-08-01,29,1987.04,0,68.67,1.1693,0,736,19.59,0,0,0
L000148,2024-09-01,30,1624.7,0,56.15,1.0362,0,740,19.59,0,0,0
L000148,2024-10-01,31,1776.24,0,61.38,0.9485,0,720,19.59,0,0,0
L000148,2024-11-01,32,1775.61,0,61.36,1.0237,0,732,19.59,0,0,0
L000148,2024-12-01,33,1360.32,60,47.01,0.625,1,708,19.59,0,0,1
L000148,2025-01-01,34,1165.98,0,40.29,0.8713,1,653,19.59,0,0,0
L000148,2025-02-01,35,1527.67,0,52.79,0.9856,1,691,19.59,0,0,0
L000148,2025-03-01,36,1213.45,0,41.93,0.862,0,702,19.59,0,0,0
L000148,2025-04-01,37,1361.3,0,47.04,1.0802,0,713,19.59,0,0,0
L000148,2025-05-01,38,1355.95,0,46.86,0.9874,0,726,19.59,0,0,0
L000148,2025-06-01,39,1312.94,0,45.37,1.0204,0,690,19.59,0,0,0
L000148,2025-07-01,40,1025.24,28,35.43,0.6705,1,739,19.59,0,0,0
L000148,2025-08-01,41,1340.82,0,46.34,0.9699,1,717,19.59,0,0,0
L000148,2025-09-01,42,2028.94,0,70.12,0.9704,1,708,19.59,0,0,0
L000149,2024-01-01,71,116958.71,24,41.57,0.8632,1,706,30.08,0,0,0
L000149,2024-02-01,72,116447.98,0,44.56,0.9612,1,748,30.08,0,0,0
L000149,2024-03-01,73,115937.24,0,58.28,0.8737,1,727,30.08,0,0,0
L000149,2024-04-01,74,115426.5,0,47.12,0.975,0,737,30.08,0,0,0
L000149,2024-05-01,75,114915.76,0,32.27,1.1106,0,758,30.08,0,0,0
L000149,2024-06-01,76,114405.03,0,43.92,1.0215,0,725,30.08,0,0,0
L000149,2024-07-01,77,113894.29,0,22.45,1.0833,0,733,30.08,0,0,0
L000149,2024-08-01,78,113383.55,0,63.98,1.0033,0,721,30.08,0,0,0
L000149,2024-09-01,79,112872.82,0,15.61,1.1395,0,739,30.08,0,0,0
L000149,2024-10-01,80,112362.08,0,15.65,1.0263,0,730,30.08,0,0,0
L000149,2024-11-01,81,111851.34,0,40.23,0.9452,0,750,30.08,0,0,0
L000149,2024-12-01,82,111340.61,0,38.71,1.0256,0,717,30.08,0,0,0
L000149,2025-01-01,83,110829.87,0,22.15,0.9605,0,770,30.08,0,0,0
L000149,2025-02-01,84,110319.13,0,37.39,1.0861,0,762,30.08,0,0,0
L000149,2025-03-01,85,109808.4,0,42.8,0.9704,0,735,30.08,0,0,0
L000149,2025-04-01,86,109297.66,0,58.4,0.9787,0,752,30.08,0,0,0
L000149,2025-05-01,87,108786.92,30,28.91,0.8539,1,772,30.08,0,0,1
L000149,2025-06-01,88,108276.19,0,49.34,0.8766,1,692,30.08,0,0,0
L000149,2025-07-01,89,107765.45,0,81.95,0.8888,1,698,30.08,0,0,0
L000149,2025-08-01,90,107254.71,0,74.25,1.1012,0,781,30.08,0,0,0
L000149,2025-09-01,91,106743.98,17,58.05,0.869,1,704,30.08,1,1,0
L000150,2024-01-01,36,3988.88,0,55.76,1.0474,0,726,22.94,0,0,1
L000150,2024-02-01,37,3878.08,0,60.32,0.8836,0,734,22.94,0,0,0
L000150,2024-03-01,38,3767.28,0,54.55,1.0351,0,763,22.94,0,0,0
L000150,2024-04-01,39,3656.47,0,43.37,0.9162,0,717,22.94,0,0,0
L000150,2024-05-01,40,3545.67,0,36.04,0.9814,0,732,22.94,0,0,0
L000150,2024-06-01,41,3434.87,22,31.56,0.821,1,680,22.94,0,0,0
L000150,2024-07-01,42,3324.07,0,30.65,0.801,1,717,22.94,0,0,0
L000150,2024-08-01,43,3213.26,0,67.2,1.0005,1,703,22.94,0,0,0
L000150,2024-09-01,44,3102.46,0,33.87,1.0351,0,721,22.94,0,0,0
L000150,2024-10-01,45,2991.66,18,13.72,0.8621,1,690,22.94,0,0,0
L000150,2024-11-01,46,2880.86,0,42.39,0.9167,1,696,22.94,0,0,0
L000150,2024-12-01,47,2770.06,0,54.68,0.889,1,652,22.94,1,0,0
L000150,2025-01-01,48,2659.25,0,24.61,1.0748,0,741,22.94,0,0,0
L000150,2025-02-01,49,2548.45,0,46.62,1.0389,0,733,22.94,0,0,0
L000150,2025-03-01,50,2437.65,0,41.91,1.0783,0,683,22.94,0,0,0
L000150,2025-04-01,51,2326.85,0,46.67,1.0373,0,741,22.94,0,0,0
L000150,2025-05-01,52,2216.04,0,70.25,1.1085,0,730,22.94,0,0,0
L000150,2025-06-01,53,2105.24,0,49.34,0.9195,0,726,22.94,0,0,0
L000150,2025-07-01,54,1994.44,0,29.18,1.0825,0,735,22.94,0,0,0
L000150,2025-08-01,55,1883.64,0,37.58,0.9624,0,708,22.94,0,0,0
L000150,2025-09-01,56,1772.84,0,26.52,1.0955,0,708,22.94,0,0,0
L000151,2024-01-01,52,164552.01,15,80.31,0.8189,1,700,49.77,0,0,0
L000151,2024-02-01,53,163888.49,0,55.16,0.886,1,701,49.77,0,0,0
L000151,2024-03-01,54,163224.98,0,43.4,0.9488,1,658,49.77,0,0,0
L000151,2024-04-01,55,162561.46,0,49.9,1.0517,0,702,49.77,0,0,0
L000151,2024-05-01,56,161897.94,0,50.16,1.0198,0,699,49.77,0,0,0
L000151,2024-06-01,57,161234.43,0,34.7,1.0618,0,706,49.77,0,0,0
L000151,2024-07-01,58,160570.91,0,37.3,1.0916,0,661,49.77,0,0,0
L000151,2024-08-01,59,159907.4,0,37.24,0.9035,0,674,49.77,0,0,0
L000151,2024-09-01,60,159243.88,30,39.07,0.7374,1,731,49.77,0,0,0
L000151,2024-10-01,61,158580.36,0,47.69,0.8195,1,697,49.77,0,0,0
L000151,2024-11-01,62,157916.85,0,59.03,1.0034,1,676,49.77,0,0,0
L000151,2024-12-01,63,157253.33,0,42.15,1.018,0,703,49.77,0,0,0
L000151,2025-01-01,64,156589.82,0,32.5,1.0856,0,693,49.77,0,0,0
L000151,2025-02-01,65,155926.3,0,66.09,0.9779,0,686,49.77,0,0,0
L000151,2025-03-01,66,155262.78,0,46.02,0.9708,0,732,49.77,0,0,0
L000151,2025-04-01,67,154599.27,0,50.3,1.1712,0,712,49.77,0,0,0
L000151,2025-05-01,68,153935.75,0,14.38,1.0057,0,710,49.77,0,0,0
L000151,2025-06-01,69,153272.23,0,27.2,0.9677,0,685,49.77,0,0,0
L000151,2025-07-01,70,152608.72,0,41.07,0.9384,0,701,49.77,0,0,0
L000151,2025-08-01,71,151945.2,0,67.32,0.9705,0,721,49.77,0,0,0
L000151,2025-09-01,72,151281.69,13,73.19,0.886,0,725,49.77,0,0,0
L000152,2024-01-01,15,9646.0,0,55.46,1.1578,0,745,40.21,0,0,0
L000152,2024-02-01,16,9431.64,0,29.88,1.0973,0,754,40.21,0,0,0
L000152,2024-03-01,17,9217.29,0,39.76,0.7891,0,769,40.21,1,0,0
L000152,2024-04-01,18,9002.93,0,38.33,0.9193,0,756,40.21,0,0,0
L000152,2024-05-01,19,8788.58,0,34.09,0.9914,0,729,40.21,0,0,0
L000152,2024-06-01,20,8574.22,0,22.8,1.028,0,779,40.21,0,0,0
L000152,2024-07-01,21,8359.86,3,46.54,0.9233,0,743,40.21,0,0,0
L000152,2024-08-01,22,8145.51,25,35.08,0.7893,1,751,40.21,0,0,0
L000152,2024-09-01,23,7931.15,0,34.8,0.9711,1,667,40.21,0,0,0
L000152,2024-10-01,24,7716.8,0,17.18,0.9836,1,710,40.21,0,0,0
L000152,2024-11-01,25,7502.44,0,31.92,0.9822,0,724,40.21,0,0,0
L000152,2024-12-01,26,7288.09,0,42.69,0.9808,0,736,40.21,0,0,0
L000152,2025-01-01,27,7073.73,0,45.09,1.0833,0,724,40.21,0,0,0
L000152,2025-02-01,28,6859.38,0,34.39,1.1613,0,767,40.21,0,0,0
L000152,2025-03-01,29,6645.02,0,36.46,1.0215,0,760,40.21,0,0,0
L000152,2025-04-01,30,6430.66,0,60.68,1.0568,0,786,40.21,0,0,0
L000152,2025-05-01,31,6216.31,0,27.3,1.1614,0,762,40.21,0,0,0
L000152,2025-06-01,32,6001.95,0,32.04,0.9872,0,754,40.21,0,0,0
L000152,2025-07-01,33,5787.6,0,38.64,0.9317,0,663,40.21,1,0,0
L000152,2025-08-01,34,5573.24,0,40.87,1.0576,0,740,40.21,0,0,0
L000152,2025-09-01,35,5358.89,0,42.53,1.159,0,726,40.21,0,0,0
L000153,2024-01-01,15,678.16,0,22.52,1.0287,0,774,17.43,0,0,0
L000153,2024-02-01,16,1272.54,0,42.26,0.9942,0,749,17.43,0,0,0
L000153,2024-03-01,17,1458.1,0,48.42,1.1114,0,784,17.43,0,0,0
L000153,2024-04-01,18,68.47,0,2.27,0.9725,0,761,17.43,0,0,0
L000153,2024-05-01,19,807.8,0,26.82,1.1053,0,786,17.43,0,0,0
