loan_id,customer_id,origination_date,product_type,original_principal_eur,term_months,apr_pct,installment_eur,purpose
L000588,C000854,2021-10-01,Credit card,16325.8,60,20.95,489.77,Revolving credit
L000589,C000632,2022-05-01,Credit card,2675.2,60,16.865,80.26,Revolving credit
L000590,C002019,2023-10-01,Credit card,23895.41,60,17.497,716.86,Revolving credit
L000591,C000880,2023-05-01,Credit card,14080.92,60,23.256,422.43,Revolving credit
L000592,C001815,2022-06-01,Personal loan,3907.51,60,6.638,76.71,Major purchase
L000593,C000011,2023-04-01,Personal loan,37286.33,48,13.505,1009.67,Major purchase
L000594,C001846,2022-12-01,Personal loan,15687.41,48,12.564,417.47,Home improvement
L000595,C000988,2022-09-01,Auto loan,11654.15,48,10.267,297.08,Vehicle purchase
L000596,C000388,2022-12-01,Personal loan,33669.44,36,13.902,1149.13,Debt consolidation
L000597,C000134,2021-07-01,Credit card,13344.97,60,15.987,400.35,Revolving credit
L000598,C001913,2023-09-01,Auto loan,9688.79,36,9.889,312.13,Vehicle purchase
L000599,C001807,2020-10-01,Mortgage,325455.53,240,4.714,2096.75,Home purchase
L000600,C000133,2022-04-01,Credit card,8078.48,60,14.902,242.35,Revolving credit
L000601,C000898,2023-02-01,Personal loan,13458.65,24,7.467,605.43,Education
L000602,C000278,2022-03-01,Personal loan,53256.7,48,4.494,1214.29,Major purchase
L000603,C001158,2022-04-01,Personal loan,12434.95,48,11.333,323.4,Major purchase
L000604,C001716,2019-09-01,Mortgage,221486.39,240,5.775,1558.18,Home purchase
L000605,C001927,2022-01-01,Credit card,13742.57,60,15.769,412.28,Revolving credit
L000606,C001669,2022-01-01,Personal loan,38910.21,48,6.413,921.2,Debt consolidation
L000607,C000993,2022-11-01,Credit card,21304.07,60,17.88,639.12,Revolving credit
L000608,C000915,2023-09-01,Auto loan,14588.29,60,6.918,288.3,Vehicle purchase
L000609,C000293,2021-08-01,Credit card,23725.84,60,21.417,711.78,Revolving credit
L000610,C001819,2023-08-01,Personal loan,25768.37,24,9.941,1188.38,Major purchase
L000611,C001934,2022-08-01,Auto loan,18273.27,48,8.68,451.96,Vehicle purchase
L000612,C001489,2022-11-01,Personal loan,41745.23,48,9.341,1045.6,Major purchase
L000613,C000599,2023-04-01,Mortgage,200020.15,240,4.419,1256.67,Home purchase
L000614,C000422,2021-09-01,Auto loan,25677.74,60,9.72,542.05,Vehicle purchase
L000615,C000152,2021-07-01,Credit card,3326.26,60,17.216,99.79,Revolving credit
L000616,C000859,2023-03-01,Mortgage,374331.33,180,3.536,2682.59,Home purchase
L000617,C001019,2021-09-01,Mortgage,192238.45,240,3.176,1083.21,Home purchase
L000618,C001001,2023-09-01,Personal loan,53521.58,48,7.291,1288.88,Debt consolidation
L000619,C001928,2018-02-01,Mortgage,400034.31,240,3.41,2301.52,Home purchase
L000620,C001104,2019-10-01,Mortgage,335170.32,300,3.656,1706.1,Home purchase
L000621,C001548,2022-07-01,Credit card,12179.25,60,20.889,365.38,Revolving credit
L000622,C001412,2021-07-01,Auto loan,23792.79,60,6.44,464.87,Vehicle purchase
L000623,C000635,2023-05-01,Personal loan,32739.39,36,13.108,1104.83,Major purchase
L000624,C001027,2019-11-01,Mortgage,125807.77,240,2.898,691.34,Home purchase
L000625,C000980,2023-10-01,Personal loan,42822.78,24,6.74,1912.25,Debt consolidation
L000626,C000038,2022-08-01,Personal loan,26232.41,60,10.451,563.2,Debt consolidation
L000627,C000606,2022-09-01,Auto loan,51069.08,36,6.25,1559.41,Vehicle purchase
L000628,C001221,2021-08-01,Credit card,3111.86,60,20.253,93.36,Revolving credit
L000629,C001481,2022-02-01,Credit card,5896.05,60,19.317,176.88,Revolving credit
L000630,C000829,2022-10-01,Personal loan,47300.37,36,4.494,1406.92,Debt consolidation
L000631,C001164,2023-08-01,Auto loan,44376.99,48,3.789,997.81,Vehicle purchase
L000632,C001538,2022-06-01,Credit card,23664.12,60,23.57,709.92,Revolving credit
L000633,C000011,2021-07-01,Credit card,9288.39,60,19.515,278.65,Revolving credit
L000634,C000008,2022-10-01,Credit card,13595.07,60,13.41,407.85,Revolving credit
L000635,C000247,2023-09-01,Personal loan,23252.23,24,8.942,1061.66,Home improvement
L000636,C000434,2020-07-01,Mortgage,328693.09,300,2.336,1447.64,Home purchase
L000637,C001928,2019-03-01,Mortgage,166775.88,300,5.437,1017.86,Home purchase
L000638,C000867,2023-10-01,Auto loan,39328.48,48,8.621,971.62,Vehicle purchase
L000639,C001901,2022-01-01,Auto loan,41676.88,48,4.433,949.13,Vehicle purchase
L000640,C000387,2021-03-01,Personal loan,20670.54,72,11.753,401.47,Major purchase
L000641,C001047,2022-05-01,Auto loan,12497.35,60,9.037,259.65,Vehicle purchase
L000642,C000024,2023-06-01,Auto loan,18534.84,72,9.773,341.26,Vehicle purchase
L000643,C001451,2021-08-01,Personal loan,46926.64,60,10.461,1007.73,Home improvement
L000644,C000557,2023-10-01,Personal loan,50738.01,24,14.471,2447.39,Home improvement
L000645,C001027,2023-03-01,Credit card,19909.84,60,21.487,597.3,Revolving credit
L000646,C000951,2022-03-01,Credit card,10645.66,60,15.429,319.37,Revolving credit
L000647,C001460,2022-09-01,Auto loan,10015.36,48,3.392,223.42,Vehicle purchase
L000648,C001007,2023-10-01,Auto loan,40311.5,36,5.531,1217.81,Vehicle purchase
L000649,C000434,2022-08-01,Personal loan,4442.05,48,10.574,113.89,Education
L000650,C001184,2023-07-01,Personal loan,32764.17,36,5.265,985.88,Home improvement
L000651,C001135,2021-08-01,Mortgage,267236.11,240,5.534,1843.38,Home purchase
L000652,C000021,2023-09-01,Credit card,6820.68,60,16.814,204.62,Revolving credit
L000653,C000007,2023-06-01,Personal loan,29871.42,36,11.545,985.68,Debt consolidation
L000654,C001254,2022-03-01,Personal loan,15847.47,48,8.745,392.45,Home improvement
L000655,C001764,2023-09-01,Credit card,8372.72,60,18.872,251.18,Revolving credit
L000656,C000285,2022-05-01,Credit card,5288.33,60,22.01,158.65,Revolving credit
L000657,C000642,2021-10-01,Credit card,21342.12,60,18.373,640.26,Revolving credit
L000658,C000556,2022-05-01,Auto loan,55771.02,48,7.01,1335.77,Vehicle purchase
L000659,C000124,2022-08-01,Personal loan,16205.86,60,9.768,342.48,Major purchase
L000660,C001842,2023-05-01,Mortgage,107005.81,300,5.611,664.23,Home purchase
L000661,C001494,2021-06-01,Auto loan,29636.04,72,7.397,510.94,Vehicle purchase
L000662,C000087,2022-04-01,Personal loan,13690.89,60,10.389,293.52,Major purchase
L000663,C001759,2022-07-01,Credit card,8114.1,60,14.946,243.42,Revolving credit
L000664,C000280,2021-10-01,Auto loan,31490.2,72,7.494,544.37,Vehicle purchase
L000665,C000288,2021-12-01,Personal loan,16711.9,60,9.188,348.44,Debt consolidation
L000666,C001343,2023-06-01,Auto loan,45794.66,60,3.687,836.92,Vehicle purchase
L000667,C001504,2023-02-01,Mortgage,148496.59,240,4.495,939.07,Home purchase
L000668,C001425,2022-08-01,Auto loan,38693.75,48,5.886,906.7,Vehicle purchase
L000669,C001706,2022-07-01,Personal loan,30539.84,48,8.762,756.54,Debt consolidation
L000670,C000392,2023-03-01,Personal loan,18882.14,24,12.807,895.98,Home improvement
L000671,C001821,2023-05-01,Auto loan,41185.16,48,6.201,971.04,Vehicle purchase
L000672,C001252,2022-07-01,Personal loan,51044.41,60,7.052,1011.99,Debt consolidation
L000673,C000799,2023-02-01,Auto loan,30616.87,60,5.548,585.5,Vehicle purchase
L000674,C000997,2020-05-01,Mortgage,252402.36,180,2.039,1628.81,Home purchase
L000675,C000226,2022-12-01,Auto loan,45739.7,60,4.079,843.99,Vehicle purchase
L000676,C001186,2022-02-01,Mortgage,322708.01,240,5.652,2247.67,Home purchase
L000677,C001626,2023-10-01,Auto loan,33636.96,48,8.868,834.95,Vehicle purchase
L000678,C000421,2023-10-01,Credit card,6685.8,60,23.415,200.57,Revolving credit
L000679,C000097,2021-11-01,Auto loan,20164.94,60,3.935,370.78,Vehicle purchase
L000680,C000295,2023-08-01,Credit card,23648.42,60,15.146,709.45,Revolving credit
L000681,C000517,2023-05-01,Personal loan,5817.31,36,13.521,197.47,Education
L000682,C001312,2022-10-01,Auto loan,46255.64,36,9.136,1473.85,Vehicle purchase
L000683,C000228,2022-12-01,Auto loan,46747.29,48,6.379,1105.99,Vehicle purchase
L000684,C000467,2023-03-01,Auto loan,30829.3,60,4.815,579.18,Vehicle purchase
L000685,C000050,2022-06-01,Credit card,21568.28,60,15.233,647.05,Revolving credit
L000686,C001549,2022-02-01,Auto loan,32509.83,60,10.028,691.19,Vehicle purchase
L000687,C001675,2022-11-01,Personal loan,9195.41,48,15.716,259.27,Debt consolidation
L000688,C000519,2021-07-01,Auto loan,27214.66,60,7.453,544.71,Vehicle purchase
L000689,C001303,2023-03-01,Credit card,15127.44,60,22.467,453.82,Revolving credit
L000690,C000358,2021-10-01,Credit card,18750.02,60,19.196,562.5,Revolving credit
L000691,C001945,2021-12-01,Mortgage,176400.81,240,2.068,898.05,Home purchase
L000692,C001370,2022-07-01,Credit card,2437.67,60,13.254,73.13,Revolving credit
L000693,C000366,2023-06-01,Credit card,17031.35,60,13.377,510.94,Revolving credit
L000694,C001072,2022-10-01,Mortgage,346478.66,180,4.506,2651.61,Home purchase
L000695,C000297,2021-08-01,Credit card,13775.37,60,12.997,413.26,Revolving credit
L000696,C001238,2021-11-01,Credit card,18814.8,60,22.356,564.44,Revolving credit
L000697,C000059,2021-09-01,Credit card,2398.58,60,18.371,71.96,Revolving credit
L000698,C000172,2023-01-01,Credit card,7890.96,60,14.696,236.73,Revolving credit
L000699,C000907,2022-04-01,Personal loan,36361.78,60,11.756,804.37,Major purchase
L000700,C001713,2023-01-01,Personal loan,10129.03,60,5.897,195.34,Education
L000701,C001421,2023-05-01,Credit card,21006.9,60,17.021,630.21,Revolving credit
L000702,C001315,2021-07-01,Credit card,20639.17,60,16.932,619.18,Revolving credit
L000703,C001710,2019-05-01,Mortgage,210034.25,240,5.287,1419.63,Home purchase
L000704,C000396,2023-03-01,Personal loan,17841.3,48,8.075,436.19,Home improvement
L000705,C000412,2023-06-01,Credit card,9737.61,60,18.523,292.13,Revolving credit
L000706,C000534,2023-02-01,Auto loan,53892.05,36,10.472,1750.91,Vehicle purchase
L000707,C001492,2022-05-01,Auto loan,58419.14,48,5.034,1346.26,Vehicle purchase
L000708,C000820,2022-06-01,Credit card,8870.43,60,23.494,266.11,Revolving credit
L000709,C000577,2022-06-01,Auto loan,34112.78,60,7.322,680.66,Vehicle purchase
L000710,C001561,2022-03-01,Credit card,5911.16,60,20.073,177.33,Revolving credit
L000711,C000569,2023-02-01,Personal loan,31021.37,36,6.053,944.48,Debt consolidation
L000712,C001411,2023-06-01,Mortgage,301303.74,240,4.044,1832.85,Home purchase
L000713,C000331,2023-10-01,Auto loan,10417.0,48,5.362,241.61,Vehicle purchase
L000714,C001863,2023-01-01,Personal loan,21967.22,36,5.127,659.63,Major purchase
L000715,C001749,2019-04-01,Mortgage,373442.14,240,5.354,2538.11,Home purchase
L000716,C000400,2023-03-01,Personal loan,48369.1,36,10.505,1572.24,Debt consolidation
L000717,C001921,2023-04-01,Auto loan,50649.95,60,7.904,1024.67,Vehicle purchase
L000718,C000532,2023-05-01,Personal loan,9663.73,60,9.812,204.43,Debt consolidation
L000719,C000676,2021-11-01,Mortgage,308970.03,240,5.309,2092.18,Home purchase
L000720,C001623,2023-01-01,Auto loan,37314.2,60,6.89,736.93,Vehicle purchase
L000721,C001011,2022-08-01,Credit card,13065.31,60,19.272,391.96,Revolving credit
L000722,C001002,2022-02-01,Auto loan,18415.89,48,4.155,417.09,Vehicle purchase
L000723,C001943,2022-08-01,Credit card,8375.85,60,21.006,251.28,Revolving credit
L000724,C001780,2022-02-01,Personal loan,24541.78,72,14.303,509.69,Major purchase
L000725,C000265,2022-12-01,Personal loan,32134.31,60,6.04,621.85,Education
L000726,C000564,2022-04-01,Credit card,6327.45,60,22.934,189.82,Revolving credit
L000727,C001961,2021-09-01,Credit card,15896.58,60,21.735,476.9,Revolving credit
L000728,C001047,2022-12-01,Personal loan,45483.86,60,11.035,989.71,Debt consolidation
L000729,C000176,2021-12-01,Credit card,10745.85,60,13.619,322.38,Revolving credit
L000730,C000642,2021-11-01,Auto loan,34639.85,60,7.88,700.39,Vehicle purchase
L000731,C000813,2018-11-01,Mortgage,403701.49,240,3.627,2367.64,Home purchase
L000732,C001049,2022-01-01,Personal loan,52036.39,48,15.146,1452.06,Debt consolidation
L000733,C000533,2021-07-01,Credit card,20325.49,60,16.317,609.76,Revolving credit
L000734,C000378,2023-05-01,Personal loan,27456.24,48,11.429,715.35,Major purchase
L000735,C000145,2021-12-01,Credit card,7812.41,60,16.995,234.37,Revolving credit
L000736,C000370,2021-10-01,Credit card,18515.37,60,14.441,555.46,Revolving credit
L000737,C000207,2022-11-01,Personal loan,21109.77,36,14.977,731.54,Major purchase
L000738,C000848,2021-03-01,Personal loan,3547.04,72,12.959,71.13,Major purchase
L000739,C001890,2023-08-01,Auto loan,23205.56,60,8.669,477.99,Vehicle purchase
L000740,C000839,2022-10-01,Auto loan,44519.51,48,8.828,1104.23,Vehicle purchase
L000741,C000157,2022-12-01,Credit card,3399.93,60,19.399,102.0,Revolving credit
L000742,C000232,2021-09-01,Credit card,12171.05,60,20.947,365.13,Revolving credit
L000743,C001491,2022-07-01,Auto loan,56275.74,48,10.005,1427.43,Vehicle purchase
L000744,C000669,2022-08-01,Auto loan,40571.94,60,7.172,806.67,Vehicle purchase
L000745,C000152,2022-03-01,Credit card,23685.21,60,20.405,710.56,Revolving credit
L000746,C000750,2021-03-01,Mortgage,400753.51,180,4.427,3050.9,Home purchase
L000747,C001930,2022-05-01,Auto loan,31296.7,48,5.023,721.07,Vehicle purchase
L000748,C000555,2022-02-01,Auto loan,61513.76,60,4.461,1145.72,Vehicle purchase
L000749,C000349,2022-12-01,Credit card,16661.53,60,22.842,499.85,Revolving credit
L000750,C000532,2022-09-01,Auto loan,26127.67,60,3.389,474.01,Vehicle purchase
L000751,C000727,2023-06-01,Credit card,6901.53,60,15.185,207.05,Revolving credit
L000752,C000795,2023-01-01,Credit card,21919.9,60,19.898,657.6,Revolving credit
L000753,C002044,2022-06-01,Personal loan,17402.99,48,4.399,396.06,Major purchase
L000754,C000202,2022-12-01,Credit card,3080.59,60,18.654,92.42,Revolving credit
L000755,C000105,2023-10-01,Auto loan,26936.18,36,3.287,786.75,Vehicle purchase
L000756,C001723,2023-02-01,Credit card,12820.09,60,23.515,384.6,Revolving credit
L000757,C001749,2023-01-01,Credit card,20261.67,60,21.458,607.85,Revolving credit
L000758,C001820,2023-03-01,Credit card,18362.57,60,17.156,550.88,Revolving credit
L000759,C001763,2020-02-01,Mortgage,150337.28,180,5.499,1228.34,Home purchase
L000760,C001283,2023-10-01,Personal loan,53108.77,36,7.42,1650.05,Debt consolidation
L000761,C001750,2022-09-01,Personal loan,6953.83,48,10.932,179.5,Debt consolidation
L000762,C000382,2023-03-01,Credit card,8556.86,60,23.638,256.71,Revolving credit
L000763,C001434,2022-03-01,Credit card,19737.26,60,18.268,592.12,Revolving credit
L000764,C000478,2021-09-01,Personal loan,44589.03,60,6.987,882.65,Home improvement
L000765,C001389,2023-03-01,Credit card,12504.38,60,18.01,375.13,Revolving credit
L000766,C001865,2021-09-01,Credit card,10436.74,60,21.789,313.1,Revolving credit
L000767,C001530,2023-03-01,Credit card,21150.41,60,18.632,634.51,Revolving credit
L000768,C000117,2022-08-01,Mortgage,200198.39,180,2.947,1377.4,Home purchase
L000769,C001322,2023-05-01,Auto loan,12559.33,48,5.411,291.58,Vehicle purchase
L000770,C000423,2023-03-01,Mortgage,156244.24,180,5.551,1280.87,Home purchase
L000771,C000798,2018-01-01,Mortgage,214738.91,300,3.055,1024.48,Home purchase
L000772,C000492,2022-05-01,Credit card,22156.99,60,18.489,664.71,Revolving credit
L000773,C000600,2021-07-01,Auto loan,50698.76,72,6.595,854.54,Vehicle purchase
L000774,C001013,2018-07-01,Mortgage,369801.69,240,4.077,2255.93,Home purchase
L000775,C001491,2022-03-01,Auto loan,32515.59,48,6.118,765.39,Vehicle purchase
L000776,C000649,2023-05-01,Personal loan,23062.18,24,11.33,1078.41,Major purchase
L000777,C001812,2022-05-01,Personal loan,44680.43,48,5.069,1030.35,Major purchase
L000778,C000030,2021-12-01,Credit card,17660.48,60,21.219,529.81,Revolving credit
L000779,C001955,2022-08-01,Personal loan,30121.83,60,15.158,719.09,Home improvement
L000780,C001702,2023-07-01,Credit card,3426.17,60,13.965,102.79,Revolving credit
L000781,C000751,2023-03-01,Credit card,22775.48,60,23.18,683.26,Revolving credit
L000782,C001183,2018-10-01,Mortgage,330639.74,180,2.138,2148.75,Home purchase
L000783,C000788,2022-06-01,Credit card,20235.29,60,18.533,607.06,Revolving credit
L000784,C000507,2022-09-01,Credit card,5561.43,60,18.607,166.84,Revolving credit
L000785,C001522,2020-05-01,Mortgage,208716.21,240,4.939,1370.37,Home purchase
L000786,C001811,2023-10-01,Credit card,16496.68,60,16.533,494.9,Revolving credit
L000787,C000265,2023-04-01,Personal loan,31110.14,48,7.839,757.14,Debt consolidation
L000788,C000611,2023-08-01,Personal loan,4106.57,36,5.347,123.72,Major purchase
L000789,C001664,2021-10-01,Credit card,13505.93,60,13.855,405.18,Revolving credit
L000790,C001567,2020-11-01,Mortgage,124033.06,240,1.867,619.66,Home purchase
L000791,C001233,2022-10-01,Personal loan,36317.52,48,5.535,845.2,Debt consolidation
L000792,C001261,2021-11-01,Credit card,9304.74,60,19.9,279.14,Revolving credit
L000793,C000892,2023-01-01,Credit card,12719.25,60,22.427,381.58,Revolving credit
L000794,C001216,2019-06-01,Mortgage,312061.93,240,4.388,1955.38,Home purchase
L000795,C000143,2021-08-01,Personal loan,14009.38,72,12.379,276.65,Home improvement
L000796,C001543,2023-08-01,Personal loan,25751.57,48,9.923,652.18,Debt consolidation
L000797,C001205,2023-07-01,Credit card,4388.8,60,14.559,131.66,Revolving credit
L000798,C001675,2023-07-01,Credit card,5376.22,60,17.507,161.29,Revolving credit
L000799,C001649,2021-07-01,Credit card,11953.42,60,14.463,358.6,Revolving credit
L000800,C001266,2022-02-01,Credit card,10004.92,60,18.831,300.15,Revolving credit
L000801,C000949,2022-09-01,Auto loan,13746.23,48,6.821,328.03,Vehicle purchase
L000802,C001710,2023-02-01,Personal loan,47104.54,36,5.237,1416.77,Home improvement
L000803,C000588,2023-01-01,Credit card,19414.15,60,20.919,582.42,Revolving credit
L000804,C000898,2018-06-01,Mortgage,360785.38,240,2.817,1968.05,Home purchase
L000805,C001010,2023-01-01,Credit card,22479.97,60,20.89,674.4,Revolving credit
L000806,C001072,2023-07-01,Auto loan,56357.98,36,4.444,1675.06,Vehicle purchase
L000807,C001579,2023-08-01,Personal loan,13267.77,60,9.077,275.91,Home improvement
L000808,C001412,2022-02-01,Personal loan,3462.48,60,7.223,68.93,Home improvement
L000809,C001647,2018-03-01,Mortgage,258578.3,180,5.419,2101.7,Home purchase
L000810,C001257,2023-07-01,Personal loan,37525.87,60,6.5,734.24,Debt consolidation
L000811,C001014,2022-08-01,Personal loan,48676.9,36,9.276,1554.18,Major purchase
L000812,C001200,2021-10-01,Auto loan,37483.7,60,8.357,766.45,Vehicle purchase
L000813,C000795,2022-07-01,Auto loan,19666.46,60,7.852,397.37,Vehicle purchase
L000814,C001799,2023-04-01,Credit card,6603.22,60,14.629,198.1,Revolving credit
L000815,C000061,2022-10-01,Personal loan,18725.17,72,10.544,352.06,Debt consolidation
L000816,C000393,2022-05-01,Credit card,4318.8,60,17.092,129.56,Revolving credit
L000817,C000489,2019-12-01,Mortgage,167176.5,240,4.572,1064.19,Home purchase
L000818,C001983,2023-02-01,Credit card,4073.44,60,18.025,122.2,Revolving credit
L000819,C000051,2022-10-01,Credit card,20612.7,60,15.187,618.38,Revolving credit
L000820,C000588,2022-12-01,Personal loan,52499.18,48,11.14,1360.45,Home improvement
L000821,C001704,2022-07-01,Personal loan,6137.97,36,4.913,183.72,Major purchase
L000822,C001957,2022-06-01,Credit card,6046.58,60,23.399,181.4,Revolving credit
L000823,C001716,2021-09-01,Credit card,18781.6,60,18.852,563.45,Revolving credit
L000824,C000926,2022-08-01,Credit card,6311.22,60,18.49,189.34,Revolving credit
L000825,C000636,2022-10-01,Personal loan,5706.55,60,12.719,129.02,Debt consolidation
L000826,C001337,2018-03-01,Mortgage,240887.29,240,3.937,1451.75,Home purchase
L000827,C000481,2021-08-01,Mortgage,400267.64,180,4.939,3152.52,Home purchase
L000828,C001344,2022-01-01,Personal loan,8830.95,60,14.071,205.81,Home improvement
L000829,C001646,2023-09-01,Auto loan,28133.4,48,7.186,676.12,Vehicle purchase
L000830,C001105,2022-06-01,Auto loan,20484.31,60,7.57,411.15,Vehicle purchase
L000831,C001378,2023-10-01,Credit card,13872.58,60,16.614,416.18,Revolving credit
L000832,C000223,2023-08-01,Auto loan,15125.19,60,3.893,277.83,Vehicle purchase
L000833,C001536,2023-08-01,Auto loan,39776.39,48,4.043,898.89,Vehicle purchase
L000834,C000856,2021-10-01,Personal loan,3371.0,72,5.963,55.81,Home improvement
L000835,C001132,2023-07-01,Personal loan,23089.12,60,6.675,453.66,Home improvement
L000836,C001906,2019-12-01,Mortgage,176265.82,240,2.241,911.92,Home purchase
L000837,C001467,2022-09-01,Personal loan,24694.18,36,11.058,809.13,Home improvement
L000838,C000116,2021-04-01,Personal loan,12657.43,72,10.222,235.91,Major purchase
L000839,C000687,2022-12-01,Mortgage,214058.05,240,3.575,1249.74,Home purchase
L000840,C001381,2022-07-01,Personal loan,9682.26,48,12.051,255.21,Education
L000841,C000500,2021-01-01,Personal loan,27158.67,72,11.368,522.08,Education
L000842,C001022,2023-02-01,Personal loan,53481.83,48,15.294,1496.42,Home improvement
L000843,C001277,2023-01-01,Mortgage,383221.77,300,3.558,1930.52,Home purchase
L000844,C001081,2023-06-01,Personal loan,49350.47,24,8.836,2250.86,Debt consolidation
L000845,C000021,2022-07-01,Personal loan,3386.87,36,15.57,118.35,Home improvement
L000846,C000845,2023-04-01,Auto loan,10948.86,36,4.118,323.83,Vehicle purchase
L000847,C000360,2022-12-01,Credit card,2651.5,60,15.286,79.54,Revolving credit
L000848,C000051,2022-12-01,Personal loan,32626.29,60,14.055,760.08,Education
L000849,C001793,2023-08-01,Credit card,23103.88,60,22.211,693.12,Revolving credit
L000850,C000501,2022-09-01,Personal loan,54925.43,48,7.441,1326.53,Debt consolidation
L000851,C000325,2023-03-01,Credit card,13246.69,60,17.064,397.4,Revolving credit
L000852,C001385,2022-09-01,Credit card,7237.45,60,22.981,217.12,Revolving credit
L000853,C001740,2022-05-01,Personal loan,12792.89,72,5.163,207.0,Debt consolidation
L000854,C001180,2023-07-01,Personal loan,38933.58,36,15.569,1360.51,Education
L000855,C000431,2022-01-01,Auto loan,9629.73,60,7.57,193.28,Vehicle purchase
L000856,C001316,2021-09-01,Credit card,10266.3,60,13.771,307.99,Revolving credit
L000857,C001140,2023-03-01,Credit card,12745.98,60,22.051,382.38,Revolving credit
L000858,C001921,2022-11-01,Personal loan,42470.94,48,5.107,980.13,Debt consolidation
L000859,C001041,2022-08-01,Mortgage,353427.9,180,1.874,2253.92,Home purchase
L000860,C001101,2022-04-01,Credit card,18230.54,60,16.587,546.92,Revolving credit
L000861,C000628,2023-06-01,Credit card,13674.03,60,17.595,410.22,Revolving credit
L000862,C000705,2023-02-01,Personal loan,25153.08,60,5.067,475.44,Debt consolidation
L000863,C000107,2022-02-01,Credit card,13720.3,60,20.887,411.61,Revolving credit
L000864,C000615,2022-05-01,Mortgage,362045.98,240,4.13,2218.86,Home purchase
L000865,C000989,2020-02-01,Mortgage,155247.52,240,3.793,923.96,Home purchase
L000866,C001757,2023-08-01,Personal loan,12092.88,48,5.37,280.52,Education
L000867,C002015,2023-01-01,Personal loan,28483.89,36,14.717,983.46,Home improvement
L000868,C001866,2022-12-01,Personal loan,39863.27,36,8.04,1249.91,Education
L000869,C001471,2021-09-01,Auto loan,48177.14,60,6.809,949.63,Vehicle purchase
L000870,C001427,2023-07-01,Credit card,6895.59,60,20.727,206.87,Revolving credit
L000871,C000425,2023-10-01,Personal loan,49183.61,24,11.736,2309.19,Home improvement
L000872,C001143,2022-09-01,Mortgage,365492.79,300,4.646,2061.91,Home purchase
L000873,C000697,2020-05-01,Mortgage,276257.67,300,3.895,1442.2,Home purchase
L000874,C001247,2022-11-01,Personal loan,46210.25,36,9.664,1483.81,Education
L000875,C000695,2023-05-01,Personal loan,52392.82,36,13.626,1781.16,Major purchase
L000876,C000857,2023-08-01,Credit card,10192.28,60,19.62,305.77,Revolving credit
L000877,C001010,2022-02-01,Credit card,6341.53,60,19.773,190.25,Revolving credit
L000878,C000915,2022-10-01,Auto loan,32605.53,60,7.396,651.75,Vehicle purchase
L000879,C000953,2021-08-01,Mortgage,199620.57,300,3.875,1039.96,Home purchase
L000880,C000734,2022-12-01,Credit card,18412.7,60,18.399,552.38,Revolving credit
L000881,C000680,2023-02-01,Mortgage,262519.69,240,2.677,1413.81,Home purchase
L000882,C000962,2022-07-01,Personal loan,4732.68,60,8.5,97.1,Debt consolidation
L000883,C000428,2021-03-01,Mortgage,286841.86,240,2.681,1545.39,Home purchase
L000884,C000234,2023-07-01,Personal loan,28630.52,24,9.505,1314.62,Major purchase
L000885,C000562,2018-04-01,Mortgage,386250.75,240,5.478,2652.21,Home purchase
L000886,C001108,2022-09-01,Credit card,17241.0,60,13.948,517.23,Revolving credit
L000887,C001316,2023-10-01,Personal loan,25079.18,48,5.586,584.24,Major purchase
L000888,C001807,2022-08-01,Credit card,4632.24,60,12.776,138.97,Revolving credit
L000889,C000960,2022-04-01,Personal loan,53715.79,48,14.861,1491.16,Debt consolidation
L000890,C001078,2023-05-01,Personal loan,25642.64,72,9.271,465.68,Education
L000891,C001289,2022-11-01,Personal loan,51180.45,60,14.669,1208.72,Education
L000892,C000714,2022-03-01,Personal loan,40925.95,60,13.427,940.16,Debt consolidation
L000893,C000214,2021-08-01,Credit card,12532.61,60,19.008,375.98,Revolving credit
L000894,C001055,2023-04-01,Personal loan,5549.24,24,7.467,249.63,Home improvement
L000895,C000865,2023-10-01,Personal loan,53324.02,60,8.142,1084.84,Debt consolidation
L000896,C001296,2022-06-01,Credit card,3331.41,60,23.515,99.94,Revolving credit
L000897,C000460,2022-01-01,Personal loan,49407.47,60,8.532,1014.43,Home improvement
L000898,C000093,2023-06-01,Personal loan,8660.17,72,9.182,156.89,Major purchase
L000899,C001971,2019-09-01,Mortgage,252362.69,300,4.687,1429.62,Home purchase
L000900,C001014,2022-10-01,Personal loan,26845.46,48,5.914,629.4,Home improvement
L000901,C001718,2023-02-01,Personal loan,42576.16,60,11.162,929.15,Major purchase
L000902,C000276,2022-06-01,Mortgage,373257.2,300,5.256,2238.01,Home purchase
L000903,C000644,2023-08-01,Auto loan,33250.6,60,10.348,712.18,Vehicle purchase
L000904,C001253,2021-07-01,Personal loan,3258.24,60,8.537,66.91,Major purchase
L000905,C001185,2022-05-01,Credit card,20546.01,60,18.236,616.38,Revolving credit
L000906,C001956,2023-04-01,Credit card,7602.15,60,19.023,228.06,Revolving credit
L000907,C001862,2022-08-01,Personal loan,9593.43,48,9.267,239.95,Debt consolidation
L000908,C000335,2023-05-01,Credit card,15230.54,60,22.693,456.92,Revolving credit
L000909,C000863,2022-06-01,Personal loan,25631.88,48,13.976,700.13,Major purchase
L000910,C000479,2021-11-01,Personal loan,22487.93,60,12.657,507.73,Home improvement
L000911,C001242,2022-08-01,Mortgage,350156.53,240,3.725,2071.53,Home purchase
L000912,C000227,2021-11-01,Personal loan,21989.86,72,4.216,346.2,Home improvement
